ra,ano,idade,ano_ingresso,inde,cg,cf,ct,iaa,ieg,ips,ipp,ida,mat,por,ing,ipv,ian,defasagem,evadiu,delta_defasagem,event_timestamp,fase_num,fase_ideal_num,pedra_num,tipo_inst_num,genero_masculino,pv_Sim
RA-638,2024,11,2021,6.746488,798.0,9.0,9.0,8.502,5.7272725,7.51,8.125,5.0,4.0,6.0,5.0,5.9366665,10.0,0.0,,1.0,2024-12-31,2,2,2,2,0,0
RA-1505,2024,13,2024,6.7199173,807.0,10.0,10.0,9.502,7.5252523,7.51,8.75,3.75,3.0,4.5,3.75,6.943333,5.0,-1.0,,,2024-12-31,2,3,2,2,1,0
RA-643,2024,12,2022,6.402239,890.0,12.0,12.0,9.002,6.866029,7.51,8.125,4.5,3.0,6.0,4.5,5.826667,5.0,-1.0,,0.0,2024-12-31,2,3,2,2,1,0
RA-645,2024,12,2022,7.502239,541.0,4.0,4.0,7.418,8.386364,7.51,7.7083335,5.25,3.0,7.5,5.25,7.556667,10.0,0.0,,1.0,2024-12-31,2,2,3,2,0,0
RA-1068,2024,11,2023,9.015003,22.0,2.0,2.0,9.502,9.068182,7.51,8.541667,9.5,9.0,10.0,9.5,8.73,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,1
RA-798,2024,12,2022,4.6743655,1045.0,10.0,10.0,6.834,3.5064936,7.51,5.0,4.75,4.0,5.5,4.75,2.9433334,5.0,-1.0,,0.0,2024-12-31,2,3,1,2,1,0
RA-799,2024,11,2022,7.7026486,463.0,5.0,5.0,7.918,9.090909,7.51,7.9166665,5.25,5.0,5.5,5.25,7.5,10.0,0.0,,1.0,2024-12-31,2,2,3,2,0,0
RA-1506,2024,11,2024,7.151856,663.0,7.0,7.0,8.002,8.387445,7.51,6.4583335,3.5,0.0,7.0,3.5,7.886667,10.0,0.0,,,2024-12-31,2,2,3,2,0,0
RA-802,2024,11,2021,7.8317976,402.0,4.0,4.0,7.502,7.012987,7.51,8.333333,8.75,9.0,8.5,8.75,6.7233334,10.0,0.0,,1.0,2024-12-31,2,2,3,2,1,0
RA-1507,2024,12,2024,5.0460773,1030.0,8.0,8.0,6.918,4.448052,7.51,4.5833335,5.0,5.0,5.0,5.0,3.7766666,5.0,-1.0,,,2024-12-31,2,3,1,2,1,0
RA-1071,2024,12,2023,4.8048625,1039.0,9.0,9.0,8.002,4.1883116,7.51,4.1666665,4.5,4.0,5.0,4.5,2.9966667,5.0,-1.0,,0.0,2024-12-31,2,3,1,2,1,0
RA-1508,2024,10,2024,8.180421,252.0,3.0,3.0,7.502,7.2294374,7.51,7.5,9.25,10.0,8.5,9.25,8.166667,10.0,0.0,,,2024-12-31,2,2,4,2,0,0
RA-1509,2024,11,2024,7.5602303,520.0,6.0,6.0,8.502,6.5151515,7.51,6.6666665,7.5,7.0,8.0,7.5,7.4466667,10.0,0.0,,,2024-12-31,2,2,3,2,1,0
RA-1510,2024,11,2024,9.4647455,3.0,1.0,1.0,10.002,9.772727,7.51,9.583333,10.0,10.0,10.0,10.0,9.003333,10.0,0.0,,,2024-12-31,2,2,4,2,0,1
RA-785,2024,11,2022,9.154866,11.0,1.0,1.0,9.502,10.0,7.51,8.75,9.0,8.0,10.0,9.0,8.893333,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,1
RA-1511,2024,11,2024,8.921708,38.0,2.0,2.0,10.002,9.327122,7.51,8.4375,8.75,8.0,9.5,8.75,8.556666,10.0,0.0,,,2024-12-31,2,2,4,2,0,1
RA-752,2024,12,2022,6.5727925,860.0,13.0,13.0,9.502,7.52588,7.51,5.9375,5.75,7.0,4.5,5.75,5.613333,5.0,-1.0,,0.0,2024-12-31,2,3,2,2,0,0
RA-790,2024,13,2022,6.8089356,780.0,10.0,10.0,7.502,6.811594,7.51,7.1875,6.75,4.0,9.5,6.75,6.883333,5.0,-1.0,,1.0,2024-12-31,2,3,2,2,1,0
RA-590,2024,12,2021,6.712378,812.0,11.0,11.0,8.002,8.457557,6.26,7.5,4.0,8.0,0.0,4.0,7.7233334,5.0,-1.0,,-1.0,2024-12-31,2,3,2,0,0,0
RA-1512,2024,10,2024,8.10445,277.0,7.0,7.0,9.502,10.0,7.51,7.8125,5.5,7.0,4.0,5.5,7.61,10.0,0.0,,,2024-12-31,2,2,4,2,0,0
RA-472,2024,14,2022,6.639761,838.0,12.0,12.0,7.502,7.4844723,7.51,6.25,6.25,4.0,8.5,6.25,6.3333335,5.0,-1.0,,0.0,2024-12-31,2,3,2,2,0,0
RA-628,2024,13,2022,8.236617,230.0,6.0,6.0,9.002,10.0,7.51,7.1875,9.0,8.0,10.0,9.0,7.8333335,5.0,-1.0,,1.0,2024-12-31,2,3,4,2,1,0
RA-1513,2024,12,2024,6.550917,866.0,14.0,14.0,8.502,7.5252523,7.51,7.5,3.75,4.0,3.5,3.75,7.2233334,5.0,-1.0,,,2024-12-31,2,3,2,2,0,0
RA-1514,2024,12,2024,7.5205765,533.0,9.0,9.0,9.002,7.979798,7.51,7.1875,5.5,5.0,6.0,5.5,7.2733335,10.0,0.0,,,2024-12-31,2,2,3,2,0,0
RA-629,2024,11,2022,8.0612955,294.0,8.0,8.0,10.002,9.523809,7.51,7.5,6.0,6.0,6.0,6.0,7.2766666,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,0
RA-832,2024,11,2022,8.240331,226.0,5.0,5.0,9.002,8.695652,7.51,7.5,8.0,7.0,9.0,8.0,7.5,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,0
RA-1515,2024,12,2024,5.8321333,966.0,15.0,15.0,6.418,6.6666665,6.255,6.875,3.5,6.0,1.0,3.5,6.72,5.0,-1.0,,,2024-12-31,2,3,1,2,0,0
RA-833,2024,11,2022,8.518457,122.0,4.0,4.0,9.002,9.327122,7.51,8.125,8.0,9.0,7.0,8.0,7.9466667,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,0
RA-819,2024,10,2022,8.652553,92.0,3.0,3.0,10.002,7.784679,7.51,8.4375,9.0,8.0,10.0,9.0,8.503333,10.0,1.0,,1.0,2024-12-31,2,1,4,2,1,1
RA-1073,2024,13,2022,7.0859947,689.0,9.0,9.0,9.168,6.370973,7.5,6.875,6.5,6.5,5.0,8.0,5.7875,10.0,0.0,,1.0,2024-12-31,3,3,3,2,0,0
RA-494,2024,13,2022,7.9222813,362.0,3.0,3.0,7.5,7.3293233,8.755,7.8125,6.3333335,6.0,5.5,7.5,8.915,10.0,0.0,,1.0,2024-12-31,3,3,3,0,0,1
RA-484,2024,13,2022,3.8354776,1053.0,15.0,15.0,8.334,3.9141383,2.51,3.4375,0.0,0.0,0.0,0.0,3.1225,10.0,0.0,,1.0,2024-12-31,3,3,1,2,1,0
RA-496,2024,13,2021,6.7266073,804.0,11.0,11.0,10.002,5.3159957,6.255,6.71875,5.6666665,5.0,4.5,7.5,6.1625,10.0,0.0,,1.0,2024-12-31,3,3,2,0,1,0
RA-1516,2024,13,2024,7.217066,644.0,7.0,7.0,9.585,5.4042883,9.38,7.96875,4.6666665,0.0,5.0,9.0,7.5475,10.0,3.0,,,2024-12-31,3,3,3,0,0,0
RA-1143,2024,16,2021,5.8812256,956.0,13.0,13.0,9.585,5.201337,9.38,7.03125,3.1666667,3.0,6.5,0.0,6.79,2.5,-3.0,,-1.0,2024-12-31,3,6,1,2,0,0
RA-1517,2024,15,2024,6.2407446,907.0,12.0,12.0,9.168,4.3055553,9.38,7.5,4.6666665,5.0,4.5,4.5,6.7075,5.0,-1.0,,,2024-12-31,3,4,2,2,1,0
RA-1518,2024,15,2022,5.721382,979.0,14.0,14.0,7.084,5.714286,9.38,7.65625,1.75,0.0,3.5,1.75,6.5825,5.0,-1.0,,,2024-12-31,3,4,1,2,0,0
RA-227,2024,13,2022,8.074016,290.0,2.0,2.0,9.585,8.097577,9.38,7.5,6.5,4.0,6.0,9.5,7.54,10.0,0.0,,0.0,2024-12-31,3,3,4,2,1,0
RA-487,2024,12,2021,9.417137,5.0,1.0,1.0,9.168,9.44127,9.38,9.0625,9.666667,10.0,9.0,10.0,9.1725,10.0,0.0,,0.0,2024-12-31,3,3,4,0,0,1
RA-1076,2024,13,2021,7.4795985,552.0,5.0,5.0,8.334,7.7770333,8.125,7.03125,6.3333335,5.5,6.5,7.0,6.5425,10.0,0.0,,1.0,2024-12-31,3,3,3,2,0,0
RA-1084,2024,12,2023,6.907111,739.0,10.0,10.0,8.751,7.705263,5.63,7.03125,3.6666667,1.0,6.0,4.0,7.4575,10.0,0.0,,0.0,2024-12-31,3,3,2,2,0,0
RA-490,2024,12,2022,7.3680844,598.0,6.0,6.0,9.168,5.511005,8.755,7.8125,6.1666665,5.5,6.0,7.0,7.295,10.0,1.0,,1.0,2024-12-31,3,2,3,0,0,0
RA-346,2024,12,2022,7.7617497,433.0,4.0,4.0,10.002,9.149206,2.51,7.96875,6.1666665,6.0,4.5,8.0,8.2525,10.0,0.0,,-1.0,2024-12-31,3,3,3,2,1,0
RA-546,2024,13,2021,5.702426,982.0,13.0,13.0,5.832,3.7838383,8.135,5.15625,4.6666665,0.0,4.0,10.0,5.5,10.0,0.0,,1.0,2024-12-31,3,3,1,2,0,0
RA-1087,2024,13,2023,6.9139366,738.0,10.0,10.0,7.917,8.393266,8.755,7.1875,2.6666667,2.0,5.0,1.0,6.58,10.0,0.0,,1.0,2024-12-31,3,3,2,2,0,0
RA-493,2024,11,2021,7.464325,558.0,8.0,8.0,10.002,8.933333,10.0,7.03125,3.1666667,3.0,4.0,2.5,6.705,10.0,1.0,,1.0,2024-12-31,3,2,3,2,0,0
RA-1520,2024,14,2024,7.0026464,717.0,9.0,9.0,8.334,9.060606,8.75,7.65625,3.75,4.0,3.5,3.75,7.3325,5.0,-1.0,,,2024-12-31,3,4,3,2,0,0
RA-1072,2024,12,2023,7.815386,411.0,6.0,6.0,8.751,5.627887,8.755,7.96875,8.166667,8.0,7.0,9.5,7.545,10.0,0.0,,0.0,2024-12-31,3,3,3,2,1,0
RA-1521,2024,14,2024,5.0657887,1028.0,16.0,16.0,7.5,6.1579027,2.51,6.09375,3.1666667,2.0,5.5,2.0,5.4525,5.0,-1.0,,,2024-12-31,3,4,1,2,0,0
RA-536,2024,11,2021,7.770468,429.0,7.0,7.0,8.334,9.109091,8.135,7.1875,5.5,6.5,4.5,5.5,7.415,10.0,1.0,,1.0,2024-12-31,3,2,3,2,0,0
RA-1079,2024,13,2023,5.425341,1008.0,15.0,15.0,7.5,4.516498,2.51,4.21875,6.3333335,5.0,7.5,6.5,4.1625,10.0,0.0,,1.0,2024-12-31,3,3,1,2,1,0
RA-331,2024,14,2021,6.2310457,909.0,11.0,11.0,8.751,7.7353535,8.755,6.09375,3.5,4.0,3.5,3.0,5.62,5.0,-1.0,,-1.0,2024-12-31,3,4,2,2,0,0
RA-1522,2024,13,2024,8.3261,195.0,4.0,4.0,8.751,10.0,9.38,6.875,7.0,10.0,4.0,7.0,7.1275,10.0,0.0,,,2024-12-31,3,3,4,2,1,0
RA-1096,2024,11,2023,9.189883,9.0,1.0,1.0,9.168,9.866667,8.755,9.0625,8.5,8.5,7.0,10.0,9.09,10.0,1.0,,1.0,2024-12-31,3,2,4,2,0,1
RA-513,2024,11,2021,8.728633,76.0,2.0,2.0,10.002,8.831746,8.135,9.0625,7.6666665,9.0,5.5,8.5,8.545,10.0,1.0,,1.0,2024-12-31,3,2,4,0,1,1
RA-531,2024,12,2022,7.9127927,369.0,5.0,5.0,9.168,9.803922,4.38,7.96875,6.6666665,6.5,4.5,9.0,7.335,10.0,0.0,,0.0,2024-12-31,3,3,3,2,1,0
RA-1523,2024,11,2024,8.673713,90.0,3.0,3.0,6.666,9.283273,8.755,8.90625,8.166667,8.0,6.5,10.0,8.755,10.0,1.0,,,2024-12-31,3,2,4,2,1,1
RA-1524,2024,14,2024,5.5473804,994.0,14.0,14.0,7.917,2.7777777,7.51,7.65625,4.0,4.0,0.0,0.0,6.9175,5.0,-1.0,,,2024-12-31,3,4,1,2,0,0
RA-1147,2024,15,2023,5.8331184,965.0,12.0,12.0,8.751,6.125926,8.755,6.25,3.1666667,2.0,5.0,2.5,5.495,5.0,-1.0,,0.0,2024-12-31,3,4,1,2,0,0
RA-479,2024,12,2021,8.901967,42.0,2.0,2.0,9.168,9.866667,2.51,9.375,9.666667,10.0,9.0,10.0,9.45,10.0,1.0,,1.0,2024-12-31,3,2,4,0,1,1
RA-517,2024,14,2021,5.8804665,957.0,13.0,13.0,7.5,5.2664995,2.51,6.0416665,5.0,4.5,4.0,6.5,6.11,10.0,0.0,,1.0,2024-12-31,3,3,1,2,0,0
RA-325,2024,12,2022,8.385134,171.0,3.0,3.0,9.168,9.866667,7.51,8.333333,7.0,7.0,5.5,8.5,7.5533333,10.0,0.0,,0.0,2024-12-31,3,3,4,2,1,0
RA-1525,2024,13,2024,7.7782636,427.0,6.0,6.0,7.917,8.293651,5.63,8.541667,7.0,6.5,5.5,9.0,7.5533333,10.0,0.0,,,2024-12-31,3,3,3,2,1,0
RA-518,2024,12,2022,6.3467484,896.0,11.0,11.0,8.334,6.8300753,2.51,7.0833335,4.0,7.5,3.5,1.0,6.94,10.0,0.0,,0.0,2024-12-31,3,3,2,2,1,0
RA-1146,2024,15,2023,5.3933086,1011.0,15.0,15.0,10.002,5.0172095,6.88,6.25,2.0,2.0,0.0,4.0,5.883333,5.0,-2.0,,-1.0,2024-12-31,3,5,1,2,0,0
RA-530,2024,12,2021,7.2145343,645.0,8.0,8.0,8.751,6.4688387,9.38,7.0833335,4.5,4.0,6.0,3.5,7.4966664,10.0,0.0,,0.0,2024-12-31,3,3,3,2,1,0
RA-524,2024,13,2021,7.0263224,710.0,10.0,10.0,7.083,5.111779,2.51,8.333333,8.666667,8.5,7.5,10.0,7.39,10.0,0.0,,1.0,2024-12-31,3,3,3,2,1,0
RA-578,2024,12,2021,9.0662,18.0,1.0,1.0,10.002,10.0,2.51,9.583333,9.833333,10.0,9.5,10.0,9.45,10.0,1.0,,1.0,2024-12-31,3,2,4,0,1,1
RA-526,2024,14,2022,7.843158,392.0,5.0,5.0,9.585,9.382456,8.13,7.2916665,7.3333335,8.5,3.5,10.0,7.4966664,5.0,-1.0,,0.0,2024-12-31,3,4,3,2,1,0
RA-528,2024,13,2021,7.27633,626.0,7.0,7.0,9.168,5.7934837,7.51,7.2916665,6.6666665,8.5,4.5,7.0,6.9366665,10.0,0.0,,1.0,2024-12-31,3,3,3,2,1,0
RA-516,2024,11,2021,8.384033,173.0,4.0,4.0,10.002,10.0,2.51,8.541667,8.833333,8.0,8.5,10.0,7.56,10.0,1.0,,1.0,2024-12-31,3,2,4,0,1,0
RA-534,2024,14,2021,7.0888553,687.0,9.0,9.0,9.585,6.043442,7.51,7.5,5.0,4.0,4.0,7.0,7.1033335,10.0,0.0,,1.0,2024-12-31,3,3,3,2,1,0
RA-1097,2024,15,2023,5.475325,999.0,14.0,14.0,10.002,4.849791,6.25,6.0416665,3.0,4.5,4.5,0.0,5.88,5.0,-1.0,,1.0,2024-12-31,3,4,1,2,1,0
RA-360,2024,14,2021,6.2931757,902.0,12.0,12.0,8.334,5.6180453,5.0,7.7083335,5.8333335,4.0,6.0,7.5,6.9933333,5.0,-1.0,,-1.0,2024-12-31,3,4,2,2,0,0
RA-1526,2024,13,2024,7.9798,334.0,6.0,6.0,9.168,10.0,8.75,8.125,3.75,2.0,5.5,3.75,8.1275,10.0,0.0,,,2024-12-31,3,3,3,2,0,0
RA-1077,2024,12,2023,5.5438657,997.0,16.0,16.0,0.0,7.703704,6.885,6.40625,2.0,0.0,6.0,0.0,6.37,10.0,0.0,,0.0,2024-12-31,3,3,1,2,1,0
RA-508,2024,12,2022,6.7717085,790.0,12.0,12.0,7.083,5.5672517,7.51,7.65625,4.6666665,0.0,7.0,7.0,7.5,10.0,1.0,,1.0,2024-12-31,3,2,2,2,1,0
RA-363,2024,14,2022,7.6178036,496.0,10.0,10.0,9.585,9.523809,5.625,7.34375,5.3333335,4.0,3.5,8.5,6.955,10.0,0.0,,1.0,2024-12-31,3,3,3,0,1,0
RA-340,2024,13,2021,6.7154374,810.0,13.0,13.0,7.917,6.58577,7.51,6.5625,5.1666665,6.0,7.0,2.5,5.83,10.0,0.0,,1.0,2024-12-31,3,3,2,2,1,0
RA-1527,2024,13,2024,8.631675,98.0,1.0,1.0,9.168,10.0,7.51,7.96875,8.0,9.0,7.0,8.0,7.835,10.0,0.0,,,2024-12-31,3,3,4,2,1,0
RA-509,2024,13,2021,6.9181523,736.0,11.0,11.0,9.168,6.3636365,2.51,8.28125,6.0,6.0,4.5,7.5,7.2475,10.0,0.0,,1.0,2024-12-31,3,3,2,2,0,0
RA-500,2024,12,2021,8.077708,287.0,4.0,4.0,9.585,10.0,2.51,8.59375,6.6666665,6.0,6.0,8.0,8.3775,10.0,0.0,,0.0,2024-12-31,3,3,4,0,0,0
RA-1528,2024,13,2024,7.622584,492.0,8.0,8.0,9.168,7.787879,7.51,7.96875,5.6666665,3.0,6.0,8.0,7.335,10.0,0.0,,,2024-12-31,3,3,3,2,1,0
RA-1089,2024,12,2023,7.6221533,493.0,9.0,9.0,9.168,7.0396824,8.13,7.1875,6.8333335,6.0,6.0,8.5,6.995,10.0,0.0,,0.0,2024-12-31,3,3,3,2,0,0
RA-1090,2024,14,2023,7.765283,431.0,7.0,7.0,9.585,7.6218324,7.51,7.8125,6.3333335,3.5,7.5,8.0,7.4175,10.0,0.0,,1.0,2024-12-31,3,3,3,2,1,0
RA-503,2024,12,2021,8.547496,116.0,2.0,2.0,9.585,9.824561,7.51,7.8125,7.6666665,6.0,8.0,9.0,7.7925,10.0,1.0,,1.0,2024-12-31,3,2,4,2,1,0
RA-1093,2024,12,2023,8.507903,125.0,3.0,3.0,7.5,7.7222223,8.13,8.90625,8.666667,8.5,8.0,9.5,8.8825,10.0,0.0,,0.0,2024-12-31,3,3,4,2,1,1
RA-1094,2024,12,2023,8.016479,317.0,5.0,5.0,9.168,9.523809,2.51,8.4375,7.3333335,6.0,7.5,8.5,8.1675,10.0,0.0,,0.0,2024-12-31,3,3,4,2,0,0
RA-1095,2024,14,2023,6.1085477,925.0,15.0,15.0,7.5,7.8450294,7.51,5.46875,2.3333333,3.0,2.0,2.0,5.125,10.0,0.0,,1.0,2024-12-31,3,3,2,2,1,0
RA-1098,2024,14,2023,6.574456,859.0,14.0,14.0,8.751,5.8224063,7.51,7.34375,3.5,1.0,3.5,6.0,6.7475,10.0,0.0,,1.0,2024-12-31,3,3,2,2,0,0
RA-1106,2024,13,2023,5.936272,951.0,8.0,8.0,8.334,5.4312353,7.51,7.65625,0.0,0.0,0.0,0.0,7.5,10.0,0.0,,1.0,2024-12-31,3,3,1,2,1,0
RA-568,2024,16,2021,5.545864,995.0,9.0,9.0,7.917,3.2619047,8.13,6.5625,5.1666665,5.0,5.5,5.0,5.496,5.0,-2.0,,1.0,2024-12-31,3,5,1,2,1,0
RA-558,2024,16,2022,5.0480547,1029.0,11.0,11.0,9.168,3.7763975,8.13,6.09375,3.0,2.5,4.0,2.5,4.268,5.0,-2.0,,1.0,2024-12-31,3,5,1,2,1,0
RA-559,2024,13,2021,6.158159,917.0,5.0,5.0,10.002,5.705128,8.13,6.25,3.1666667,1.0,2.5,6.0,4.728,10.0,0.0,,1.0,2024-12-31,3,3,2,2,1,0
RA-1529,2024,14,2024,6.7100797,813.0,4.0,4.0,6.666,7.4358974,7.51,8.125,5.5,6.0,5.5,5.0,6.964,5.0,-1.0,,,2024-12-31,3,4,2,2,0,0
RA-1111,2024,12,2023,6.1160326,924.0,6.0,6.0,6.249,4.6004143,7.5,6.5625,5.0,5.0,4.0,6.0,5.824,10.0,1.0,,1.0,2024-12-31,3,2,2,2,0,0
RA-1108,2024,13,2023,6.017215,941.0,7.0,7.0,9.168,3.7546585,8.13,7.1875,3.6666667,3.5,3.5,4.0,5.422,10.0,0.0,,1.0,2024-12-31,3,3,2,2,1,0
RA-542,2024,13,2021,6.720565,806.0,3.0,3.0,8.751,6.4813666,8.13,7.03125,3.9333334,1.5,5.0,5.3,6.232,10.0,0.0,,1.0,2024-12-31,3,3,2,2,0,0
RA-543,2024,12,2022,8.046787,301.0,1.0,1.0,8.751,9.616978,2.51,8.90625,6.8333335,7.0,6.5,7.0,8.7,10.0,1.0,,1.0,2024-12-31,3,2,4,2,0,1
RA-1530,2024,13,2024,4.6391535,1047.0,12.0,12.0,0.0,2.5238094,8.13,7.03125,2.8333333,1.5,7.0,0.0,5.258,10.0,0.0,,,2024-12-31,3,3,1,2,1,0
RA-555,2024,14,2021,5.11147,1024.0,10.0,10.0,10.002,2.7505176,6.885,5.0,4.3333335,5.0,4.0,4.0,5.03,5.0,-1.0,,0.0,2024-12-31,3,4,1,2,1,0
RA-1531,2024,14,2024,7.049179,702.0,2.0,2.0,8.751,7.972687,7.505,7.34375,5.8333335,4.5,8.0,5.0,7.14,5.0,-1.0,,,2024-12-31,3,4,3,2,1,0
RA-1099,2024,14,2023,7.3324833,614.0,5.0,5.0,8.334,8.133333,10.0,7.8125,3.8333333,2.5,3.5,5.5,6.6225,10.0,0.0,,1.0,2024-12-31,3,3,3,2,0,0
RA-1154,2024,14,2023,7.566075,516.0,4.0,4.0,7.917,9.2,7.51,7.34375,8.0,7.0,7.0,10.0,6.745,5.0,-1.0,,-1.0,2024-12-31,3,4,3,2,1,0
RA-1100,2024,12,2023,6.6497083,830.0,9.0,9.0,7.5,7.1,7.51,6.71875,4.6666665,4.0,4.0,6.0,5.6175,10.0,1.0,,1.0,2024-12-31,3,2,2,2,1,0
RA-381,2024,15,2021,5.940775,950.0,13.0,13.0,8.334,6.133333,7.51,6.71875,3.6666667,2.5,4.5,4.0,6.1225,5.0,-2.0,,-1.0,2024-12-31,3,5,1,2,1,0
RA-364,2024,13,2021,8.269704,214.0,2.0,2.0,8.751,9.526144,7.51,7.96875,7.5,8.0,5.0,9.5,7.2075,10.0,0.0,,0.0,2024-12-31,3,3,4,2,1,0
RA-539,2024,13,2022,8.465533,146.0,1.0,1.0,10.002,9.233334,7.51,8.75,5.8333335,5.0,3.5,9.0,9.13,10.0,0.0,,1.0,2024-12-31,3,3,4,0,0,1
RA-573,2024,13,2021,7.83905,396.0,3.0,3.0,9.168,9.5,8.755,7.8125,5.0,6.0,3.5,5.5,6.8275,10.0,0.0,,1.0,2024-12-31,3,3,3,2,1,0
RA-1107,2024,13,2023,5.9731,945.0,12.0,12.0,8.751,6.2,2.51,7.5,2.5,1.0,3.5,3.0,6.785,10.0,0.0,,1.0,2024-12-31,3,3,1,2,0,0
RA-368,2024,15,2021,6.7821584,787.0,7.0,7.0,7.917,6.1666665,7.51,7.65625,7.0,4.5,7.0,9.5,6.7025,5.0,-1.0,,0.0,2024-12-31,3,4,2,2,1,0
RA-387,2024,15,2021,6.1255,921.0,11.0,11.0,7.5,7.1666665,7.51,6.25,4.3333335,5.0,4.0,4.0,5.9975,5.0,-1.0,,0.0,2024-12-31,3,4,2,2,1,0
RA-556,2024,13,2021,5.8333774,964.0,15.0,15.0,7.083,6.1714287,2.51,6.40625,3.8333333,1.5,4.5,5.5,6.1625,10.0,0.0,,1.0,2024-12-31,3,3,1,2,0,0
RA-389,2024,13,2021,7.2079554,651.0,6.0,6.0,9.585,6.674359,8.76,6.5625,5.1666665,6.5,4.0,5.0,6.745,10.0,0.0,,1.0,2024-12-31,3,3,3,2,1,0
RA-390,2024,13,2022,6.5472236,867.0,10.0,10.0,7.5,6.080702,8.755,6.5625,4.1666665,3.0,2.5,7.0,6.08,10.0,0.0,,0.0,2024-12-31,3,3,2,2,0,0
RA-376,2024,14,2021,5.8965735,954.0,14.0,14.0,10.002,8.287285,2.51,6.5625,2.8333333,2.0,5.0,1.5,6.325,5.0,-1.0,,0.0,2024-12-31,3,4,1,2,0,0
RA-584,2024,12,2021,6.7529144,795.0,8.0,8.0,8.751,5.6363635,8.755,7.34375,4.3333335,2.0,5.0,6.0,6.37,10.0,0.0,,0.0,2024-12-31,3,3,2,2,0,0
RA-535,2024,12,2021,7.659556,475.0,7.0,7.0,9.168,7.161905,8.135,7.96875,6.0,7.0,5.5,5.5,7.5,10.0,0.0,,0.0,2024-12-31,3,3,3,2,0,0
RA-547,2024,13,2021,7.210291,647.0,9.0,9.0,8.751,7.03062,8.135,5.625,6.8333335,9.0,4.5,7.0,5.932,10.0,0.0,,1.0,2024-12-31,3,3,3,2,0,0
RA-557,2024,12,2021,9.3509865,7.0,1.0,1.0,10.002,8.756266,7.51,10.0,9.666667,10.0,9.0,10.0,9.576,10.0,0.0,,0.0,2024-12-31,3,3,4,0,1,1
RA-548,2024,13,2021,7.2401686,637.0,8.0,8.0,9.168,7.600427,7.51,5.9375,6.6666665,9.0,5.0,6.0,5.626,10.0,0.0,,1.0,2024-12-31,3,3,3,2,1,0
RA-1102,2024,12,2023,8.440612,154.0,4.0,4.0,8.751,9.390476,8.13,5.9375,9.333333,10.0,8.0,10.0,7.07,10.0,1.0,,1.0,2024-12-31,3,2,4,2,1,0
RA-1532,2024,15,2024,4.548545,1048.0,13.0,13.0,0.0,3.9057238,7.51,7.5,2.0,0.0,6.0,0.0,6.832,5.0,-1.0,,,2024-12-31,3,4,1,2,1,0
RA-538,2024,14,2022,6.514094,873.0,10.0,10.0,8.751,7.668803,7.51,5.625,6.1666665,10.0,4.5,4.0,5.292,5.0,-1.0,,0.0,2024-12-31,3,4,2,2,1,0
RA-365,2024,11,2022,8.526983,120.0,3.0,3.0,9.585,10.0,7.51,8.4375,6.6666665,8.0,7.0,5.0,8.202,10.0,1.0,,1.0,2024-12-31,3,2,4,2,0,0
RA-563,2024,12,2021,8.595448,104.0,2.0,2.0,9.168,9.461905,8.135,8.125,8.333333,10.0,9.0,6.0,7.468,10.0,0.0,,0.0,2024-12-31,3,3,4,2,0,0
RA-1157,2024,15,2023,7.916083,365.0,6.0,6.0,9.585,9.08254,7.51,7.96875,7.0,8.0,6.0,7.0,8.466,5.0,-1.0,,0.0,2024-12-31,3,4,3,2,1,1
RA-258,2024,13,2021,6.429064,884.0,11.0,11.0,7.084,6.9444447,7.51,7.34375,2.5,2.5,5.0,0.0,6.732,10.0,0.0,,,2024-12-31,3,3,2,2,0,0
RA-369,2024,13,2022,5.667282,988.0,12.0,12.0,8.751,4.9081197,7.51,6.40625,1.6666666,0.0,0.0,5.0,5.428,10.0,0.0,,1.0,2024-12-31,3,3,1,2,1,0
RA-375,2024,13,2021,7.9700346,336.0,5.0,5.0,9.585,9.44359,7.51,7.1875,6.8333335,9.0,5.5,6.0,6.432,10.0,0.0,,1.0,2024-12-31,3,3,3,2,1,0
RA-1533,2024,14,2024,9.089829,15.0,1.0,1.0,9.168,9.710145,8.135,8.5,9.5,10.0,8.5,10.0,8.3375,10.0,0.0,,,2024-12-31,3,3,4,2,0,0
RA-1534,2024,13,2024,7.188367,654.0,7.0,7.0,7.917,9.666667,8.135,8.0,1.1666666,2.0,1.5,0.0,8.0825,10.0,0.0,,,2024-12-31,3,3,3,2,0,0
RA-1160,2024,14,2023,6.274191,904.0,10.0,10.0,8.751,8.201288,7.51,6.25,3.1666667,5.5,2.0,2.0,6.2475,5.0,-1.0,,-1.0,2024-12-31,3,4,2,2,1,0
RA-562,2024,13,2021,8.392734,167.0,2.0,2.0,8.334,9.833333,8.135,7.625,7.8333335,7.5,7.5,8.5,7.25,10.0,0.0,,1.0,2024-12-31,3,3,4,2,0,0
RA-1112,2024,13,2023,6.8560824,762.0,9.0,9.0,9.585,9.027912,8.135,5.375,4.0,4.0,4.0,4.0,4.705,10.0,0.0,,1.0,2024-12-31,3,3,2,2,1,0
